%dict_expr_name%
0,100,100,50,0,100,100,0,0,0,100,100,100,0,0,100,0,100,50,100,0,0,0,100,100,0,0,0,0,0,0,100,0,0,100,0,0,0,100,0,0,0,0,0,100,100,0
0,100,0,0,30,100,99,0,0,0,85,50,99,0,0,85,5,45,40,90,0,1,0,100,45,0,0,0,0,0,0,55,0,1,100,0,0,0,80,0,1,0,0,0,100,55,100
79,88,0,60,0,26,98,0,0,0,70,0,81,0,7,79,40,0,2,100,0,3,0,100,26,59,0,38,2,0,15,26,46,1,12,22,100,1,0,0,3,34,11,1,23,20,5
99,99,0,98,0,0,98,0,0,1,96,0,100,0,0,90,40,0,0,100,0,1,0,100,85,98,1,0,0,0,0,15,1,0,1,2,100,0,0,0,1,0,1,1,15,2,1
0,85,0,0,0,0,100,0,0,0,46,0,8,0,0,69,0,0,0,100,0,0,0,100,0,92,0,92,0,0,0,0,46,0,54,0,100,0,0,0,0,100,0,0,0,0,8
99,93,0,95,0,98,98,0,0,0,94,0,97,0,35,95,60,0,0,100,0,5,0,100,10,100,0,100,3,0,75,60,90,5,2,100,100,5,2,0,5,70,50,1,15,0,10
98,65,0,15,0,0,100,0,0,0,30,0,100,0,0,50,25,0,0,100,0,0,0,100,35,0,0,0,0,0,0,5,0,0,0,0,100,0,0,0,0,0,0,0,35,0,0
98,100,0,93,0,30,95,0,0,0,85,0,100,0,0,90,75,0,10,100,0,10,0,100,0,5,1,0,5,0,0,50,95,2,1,10,100,0,0,0,7,0,2,1,50,98,7
0,88,100,94,0,0,95,0,0,0,6,0,0,100,100,6,6,0,0,100,0,100,0,100,98,0,100,0,100,88,0,13,0,100,94,100,100,100,0,30,94,94,100,94,100,100,94
1,99,0,58,87,0,0,90,52,82,81,0,16,24,2,51,51,0,1,99,0,29,0,100,81,0,81,1,6,44,0,9,3,10,90,99,99,68,1,44,1,82,5,74,1,86,86
0,100,0,94,100,0,0,100,94,100,100,0,100,0,0,0,100,0,0,100,0,94,0,100,94,0,94,0,0,94,0,0,0,0,100,100,100,94,0,88,0,88,0,100,0,100,100
1,100,0,95,95,1,0,98,70,97,95,0,0,0,5,90,90,0,2,100,0,2,0,100,96,0,99,0,5,96,0,5,35,1,97,100,100,95,2,90,2,95,0,95,1,99,97
1,100,0,99,99,0,0,99,70,99,99,0,1,95,1,5,90,0,2,100,0,100,0,100,99,0,99,1,1,0,0,10,0,15,98,100,100,95,1,90,1,99,0,99,1,99,100
2,100,0,98,99,0,0,99,70,99,99,0,1,95,1,20,75,0,2,100,0,92,0,100,99,0,99,1,1,1,0,10,0,85,98,100,100,95,1,30,1,99,0,99,5,99,100
0,100,0,98,100,2,0,100,70,100,98,0,95,0,0,65,70,0,0,100,0,0,0,100,100,5,100,5,50,0,0,0,0,0,100,98,100,100,0,0,0,98,60,100,0,100,100
0,100,0,89,100,0,0,100,67,100,100,0,0,0,0,100,89,0,0,100,0,44,0,100,100,0,100,0,0,67,0,33,0,22,100,100,100,89,0,89,0,100,0,0,0,100,100
2,100,0,100,100,0,0,100,90,100,98,2,0,95,15,50,95,0,0,100,0,15,0,100,100,0,100,0,0,90,0,25,5,1,100,100,95,8,8,96,0,100,5,100,1,100,100
0,100,0,25,50,0,0,95,55,100,95,0,0,0,0,85,1,0,0,98,0,0,0,100,95,0,0,1,0,5,1,0,0,0,95,98,95,45,0,0,1,100,0,90,0,0,98
0,100,0,0,100,0,0,90,10,1,0,0,0,0,0,100,0,0,10,100,0,0,0,100,0,0,80,0,10,90,1,0,0,0,90,100,100,0,0,50,10,10,0,1,0,50,70
0,100,0,0,10,0,0,0,15,95,95,0,0,0,0,0,0,0,0,100,0,0,0,100,99,0,100,0,5,90,0,10,0,0,95,100,100,95,0,0,0,100,0,95,0,100,0
0,90,0,0,90,0,0,100,10,95,0,0,0,0,0,0,0,0,0,100,0,0,0,100,90,0,100,0,5,0,0,0,0,0,5,100,100,0,0,0,1,100,0,10,0,90,90
0,100,0,0,97,0,0,98,3,0,97,0,0,0,0,100,0,0,0,100,0,0,0,100,0,0,2,0,0,0,0,20,0,1,97,100,100,100,0,0,0,0,0,99,0,100,82
11,68,77,88,0,4,0,60,0,46,84,75,61,19,90,75,49,62,86,97,1,93,0,100,29,38,70,35,50,9,1,53,52,48,95,99,99,60,18,1,56,32,92,75,82,99,73
1,20,98,98,0,15,0,99,0,99,97,90,95,3,95,75,50,98,98,98,0,95,0,100,55,40,0,0,5,0,1,95,75,2,96,99,99,0,0,0,2,0,95,99,99,99,7
0,20,100,100,0,0,0,0,0,0,100,100,100,0,100,100,80,20,100,100,0,100,0,100,0,0,0,60,0,0,0,0,0,0,100,100,100,0,0,0,0,0,100,0,100,100,40
0,75,75,100,0,0,0,0,0,0,100,100,55,0,100,17,40,77,100,92,8,100,0,100,0,0,100,100,100,0,0,0,55,15,100,100,100,40,8,0,70,35,100,100,100,100,100
0,100,9,91,0,13,0,100,0,97,91,0,70,88,100,58,15,0,0,100,0,100,0,100,79,100,100,100,6,91,0,88,30,97,97,100,100,98,91,0,100,76,100,100,21,100,85
1,93,93,90,0,3,0,95,0,95,95,90,90,2,97,75,40,85,85,100,0,93,0,100,75,5,98,0,5,0,0,95,60,10,98,100,100,75,5,0,85,15,97,95,98,100,100
0,100,60,30,0,0,0,55,4,65,17,30,70,0,96,50,4,75,82,83,0,75,0,100,0,30,0,0,4,0,0,92,30,4,70,96,100,0,0,0,0,0,92,92,100,100,0
60,100,50,100,0,5,0,100,0,100,100,95,60,0,95,100,60,35,100,100,0,100,0,100,0,50,100,0,100,0,0,40,100,70,100,100,100,100,0,5,100,95,98,100,100,100,100
50,60,100,97,0,0,0,94,0,0,100,94,19,0,40,100,65,65,100,100,0,100,0,100,13,55,100,0,100,0,7,50,100,97,100,97,100,96,0,0,7,94,45,100,0,100,100
0,94,80,75,0,0,0,0,0,0,50,60,30,0,81,100,55,70,100,100,0,70,0,100,40,0,100,0,88,0,0,50,50,80,94,100,100,93,70,0,94,0,94,65,100,100,94
0,20,100,95,0,2,0,55,0,0,85,90,25,94,94,70,80,99,99,100,0,100,0,100,30,99,100,85,94,0,0,20,20,100,99,100,100,99,1,0,99,1,99,1,99,100,99
30,99,0,0,0,0,0,0,7,25,0,0,25,25,0,61,2,0,0,99,0,33,0,75,1,0,74,0,1,2,0,21,0,1,39,98,100,24,0,3,11,28,0,26,1,85,5
45,99,0,0,0,0,0,0,2,0,0,0,0,100,0,75,0,0,0,99,0,30,0,0,0,0,45,0,0,0,0,10,0,0,15,100,100,0,0,0,0,30,0,30,1,90,4
25,100,0,0,0,0,0,0,18,2,0,0,0,0,0,50,0,0,0,100,0,10,0,100,0,0,94,0,0,5,0,50,0,1,20,97,100,15,0,0,0,1,0,43,0,85,11
50,100,0,0,0,0,0,0,5,0,0,0,100,0,0,30,8,0,0,99,0,1,0,100,3,0,60,1,0,1,0,10,0,1,30,95,100,55,0,0,40,5,0,29,1,65,2
0,100,0,0,0,0,0,0,2,98,0,0,0,0,0,90,0,0,0,100,0,90,0,100,0,0,95,0,5,0,0,15,0,2,90,99,100,25,0,10,3,75,0,2,1,100,2
0,0,5,2,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,100,0,0,0,0,0,0,0,7,0,0,0,0,100,25,0,0,11,0,55,0,98,93,9
40,100,0,88,100,0,0,100,50,100,100,0,100,0,40,50,88,0,0,100,0,100,0,100,100,0,100,0,100,0,0,0,0,0,100,100,100,0,0,100,0,100,13,100,0,100,100
40,0,0,0,0,0,0,0,0,0,100,80,0,0,0,60,0,0,20,20,0,0,60,80,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
25,92,2,2,0,55,0,5,0,64,2,3,2,0,34,68,5,14,0,94,0,61,0,100,8,0,80,21,55,0,0,45,7,13,73,98,100,20,7,1,15,25,33,78,56,98,71
0,80,0,0,0,5,0,0,0,0,0,0,0,0,50,0,0,0,0,85,0,50,0,100,0,0,100,0,0,0,0,50,0,0,80,97,100,20,0,0,0,1,70,50,0,100,90
0,80,0,0,0,60,0,0,0,40,0,0,0,0,0,100,0,0,0,100,0,0,0,100,0,0,60,0,0,0,0,0,0,0,0,80,100,0,0,0,0,0,0,60,20,80,40
0,100,0,0,0,60,0,0,0,80,0,0,0,0,20,100,0,0,0,100,0,80,0,100,0,0,100,0,100,0,0,0,0,20,100,100,100,0,0,0,0,0,20,100,100,100,100
50,97,2,0,0,75,0,0,0,95,2,0,2,0,25,85,15,55,5,98,0,95,0,100,5,0,98,40,75,0,0,90,30,5,75,98,100,1,0,0,5,1,20,99,95,98,70
100,100,0,15,0,70,0,0,0,95,5,0,0,0,85,55,15,55,0,100,0,100,0,100,40,0,100,100,100,0,0,85,20,40,100,100,100,0,0,5,30,99,92,100,100,100,100
100,100,5,5,0,80,0,0,0,100,5,0,10,5,100,88,18,12,0,94,0,90,0,100,18,0,100,45,96,0,0,60,15,35,100,100,100,80,77,6,45,100,100,100,100,100,100
30,92,0,0,0,77,0,0,0,92,5,0,0,0,0,40,8,0,0,100,0,70,0,100,23,0,77,45,100,0,0,70,15,8,100,100,100,0,0,0,0,0,15,100,0,100,85
0,100,0,0,0,20,0,0,0,80,0,0,0,0,0,100,0,0,0,100,0,20,0,100,0,0,100,0,100,0,0,20,0,40,60,100,100,0,0,0,0,0,20,100,100,100,60
0,100,0,0,0,95,0,0,0,0,0,0,0,0,95,50,0,0,0,95,0,70,0,100,0,0,50,0,0,0,0,50,0,0,95,100,100,70,0,0,15,70,25,0,0,100,100
0,62,0,0,0,62,0,0,0,25,0,0,0,0,0,100,0,0,0,88,0,50,0,100,0,0,100,0,25,0,0,38,0,0,0,100,100,50,0,0,62,0,0,100,100,100,38
0,97,10,0,0,0,0,50,5,100,0,30,15,0,0,30,0,30,0,75,0,50,0,100,5,0,5,0,5,0,0,30,0,0,95,100,100,0,0,0,5,0,0,50,0,95,0
0,100,0,92,0,0,0,100,8,100,100,0,92,0,67,0,25,0,0,100,0,100,0,100,100,0,100,0,100,0,0,0,0,0,100,100,100,92,0,0,25,100,8,0,0,100,100
0,100,0,85,0,70,0,100,0,85,100,0,100,85,0,60,45,0,0,100,0,100,0,100,85,0,100,0,100,85,0,30,0,30,100,100,100,0,55,0,0,100,100,100,0,100,100
10,100,0,100,0,0,30,0,60,0,100,0,80,90,100,50,50,0,0,100,0,100,25,100,100,0,100,10,100,0,0,10,0,80,100,100,100,0,10,60,0,100,100,0,0,100,100
0,100,0,0,0,50,0,0,0,100,75,0,0,100,0,75,0,0,0,100,0,100,0,100,100,0,25,0,0,0,0,75,0,0,0,50,100,0,0,0,0,75,0,0,0,100,0
0,100,0,0,0,0,0,100,0,100,65,0,0,0,100,0,0,0,0,100,0,100,0,100,100,0,100,0,100,0,0,0,0,0,100,100,100,0,65,65,0,100,100,100,0,100,100
0,100,0,50,0,0,0,0,50,0,100,0,100,100,100,50,0,0,0,100,0,100,0,100,50,100,100,100,100,0,0,0,0,100,100,100,100,0,0,100,0,100,100,0,0,100,100
0,100,50,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,0,50,0,0,50,100,100,0,0,0,0,0,50,0,100,100,0
0,0,100,100,0,0,0,0,100,100,100,0,100,100,100,0,25,0,0,100,0,100,0,100,100,0,100,0,100,100,0,0,0,100,100,100,100,100,100,100,100,100,100,100,25,100,100
100,100,0,0,0,70,0,0,20,100,100,0,100,0,100,50,100,0,0,100,0,100,0,100,0,0,100,0,100,0,0,100,0,100,100,100,100,100,80,100,100,100,100,100,100,100,100
%end%
%dict_spp_name%
Escherichia,1,3
Buttiauxella,9,3
cedecea,17,3
Citrobacter,23,3
Edwardsiella,35,3
Enterobacter,40,3
Hafnia,56,2
Klebsiella,59,3
Kluyvera,67,3
Leminorella,72,2
Morganella,76,3
Pantoea,81,2
Photorhabdus,84,2
Proteus,88,3
Providencia,93,3
Salmonella,100,3
Serratia,113,3
Shigella,124,3
Yersinia,132,3
%end%
